promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,total_orders,total_customers,total_revenue,total_items_sold,avg_order_value,attributed_orders,attributed_revenue,budget_allocated,cost_per_acquisition,estimated_cpa,revenue_per_budget,campaign_status,invalid_date_range_flag,negative_discount_flag,invalid_expected_response_rate_flag,invalid_budget_flag
1151,Upsell_Fixed_Amount_1151,Fixed_Amount,10.11,44.82,2025-06-09,2025-06-23,14,Medium_Value,Email,Upsell,Clothing,0.18,3,3,800.6,7,266.8666666666667,3,800.6,9848.2,36.52,3282.73,0.0813,Completed,False,False,False,False
1152,Acquisition_Fixed_Amount_1152,Fixed_Amount,28.87,25.88,2025-07-03,2025-07-17,14,All_Customers,Email,Acquisition,Unknown,0.106,0,0,0.0,0,,0,0.0,39561.7,6.77,,0.0,Completed,False,False,False,False
1153,Retention_Free_Shipping_1153,Free_Shipping,0.0,5.35,2025-09-08,2025-09-24,16,Lapsed,In_App,Retention,Unknown,0.208,0,0,0.0,0,,0,0.0,2289.09,6.38,,0.0,Completed,False,False,False,False
1154,Retention_BOGO_1154,BOGO,0.0,0.0,2024-09-15,2024-09-19,4,All_Customers,Push,Retention,Unknown,0.072,3,3,587.87,13,195.95666666666668,3,587.87,44437.02,33.08,14812.34,0.0132,Completed,False,False,False,False
1155,Reactivation_Free_Shipping_1155,Free_Shipping,0.0,0.0,2024-07-17,2024-08-25,39,High_Value,Email,Reactivation,Unknown,0.071,0,0,0.0,11,,0,0.0,14947.77,6.2,,0.0,Completed,False,False,False,False
1156,Upsell_Free_Shipping_1156,Free_Shipping,0.0,0.0,2025-04-17,2025-04-30,13,Low_Value,In_App,Upsell,Books,0.07,1,1,124.44,5,124.44,1,124.44,34493.4,22.92,34493.4,0.0036,Completed,False,False,False,False
1157,Reactivation_Free_Shipping_1157,Free_Shipping,0.0,68.83,2025-01-09,2025-02-13,35,High_Value,Push,Reactivation,Beauty,0.14,1,1,449.94,5,449.94,1,449.94,46526.66,29.1,46526.66,0.0097,Completed,False,False,False,False
1158,Cross_Sell_Free_Shipping_1158,Free_Shipping,0.0,43.82,2024-07-13,2024-07-24,11,Lapsed,Social,Cross_Sell,Books,0.239,0,0,0.0,0,,0,0.0,32562.19,10.1,,0.0,Completed,False,False,False,False
1159,Upsell_Free_Shipping_1159,Free_Shipping,0.0,23.4,2024-09-19,2024-10-08,19,Low_Value,SMS,Upsell,Unknown,0.213,6,6,508.15,21,84.69166666666666,6,508.15,7216.15,6.81,1202.69,0.0704,Completed,False,False,False,False
1160,Retention_Fixed_Amount_1160,Fixed_Amount,46.85,0.0,2024-11-21,2024-12-10,19,All_Customers,Push,Retention,Unknown,0.229,4,4,537.42,19,134.355,4,537.42,45211.37,30.89,11302.84,0.0119,Completed,False,False,False,False
1161,Acquisition_Fixed_Amount_1161,Fixed_Amount,86.97,62.42,2024-08-01,2024-09-27,57,Low_Value,Website_Banner,Acquisition,Clothing,0.101,0,0,0.0,3,,0,0.0,5676.37,42.3,,0.0,Completed,False,False,False,False
1162,Acquisition_BOGO_1162,BOGO,0.0,0.0,2025-03-27,2025-04-15,19,Lapsed,Push,Acquisition,Electronics,0.201,0,0,0.0,0,,0,0.0,25711.25,15.12,,0.0,Completed,False,False,False,False
1163,Retention_Percentage_Discount_1163,Percentage_Discount,28.9,0.0,2025-08-30,2025-09-03,4,All_Customers,SMS,Retention,Unknown,0.23,0,0,0.0,0,,0,0.0,38131.07,45.62,,0.0,Completed,False,False,False,False
1164,Reactivation_BOGO_1164,BOGO,0.0,0.0,2025-03-03,2025-04-11,39,Lapsed,Social,Reactivation,Home,0.139,0,0,0.0,0,,0,0.0,45481.41,29.64,,0.0,Completed,False,False,False,False
1165,Retention_Percentage_Discount_1165,Percentage_Discount,,99.94,2025-04-30,2025-05-19,19,All_Customers,Website_Banner,Retention,Unknown,0.175,3,3,773.68,22,257.8933333333333,3,773.68,29564.45,38.28,9854.82,0.0262,Completed,False,True,False,False
1166,Reactivation_Percentage_Discount_1166,Percentage_Discount,47.1,0.0,2025-02-10,2025-03-19,37,High_Value,Push,Reactivation,Electronics,0.213,2,2,754.52,5,377.26,2,754.52,16507.29,28.33,8253.65,0.0457,Completed,False,False,False,False
1167,Retention_BOGO_1167,BOGO,0.0,87.27,2025-07-16,2025-07-25,9,All_Customers,In_App,Retention,Unknown,0.076,0,0,0.0,0,,0,0.0,40453.09,46.67,,0.0,Completed,False,False,False,False
1168,Acquisition_Free_Shipping_1168,Free_Shipping,0.0,3.8,2024-10-24,2024-11-16,23,High_Value,Push,Acquisition,Sports,0.124,2,2,632.1,7,316.05,2,632.1,49282.75,19.71,24641.38,0.0128,Completed,False,False,False,False
1169,Cross_Sell_Percentage_Discount_1169,Percentage_Discount,22.9,0.0,2024-08-01,2024-08-21,20,All_Customers,SMS,Cross_Sell,Electronics,0.059,5,5,1625.74,47,325.148,5,1625.74,35514.06,9.51,7102.81,0.0458,Completed,False,False,False,False
1170,Reactivation_Percentage_Discount_1170,Percentage_Discount,40.5,27.82,2025-08-14,2025-09-23,40,Lapsed,Social,Reactivation,Beauty,0.079,0,0,0.0,0,,0,0.0,22057.87,14.33,,0.0,Completed,False,False,False,False
1171,Upsell_Percentage_Discount_1171,Percentage_Discount,7.6,0.0,2025-03-15,2025-03-28,13,Lapsed,SMS,Upsell,Books,0.141,0,0,0.0,0,,0,0.0,7326.1,46.81,,0.0,Completed,False,False,False,False
1172,Cross_Sell_BOGO_1172,BOGO,0.0,54.48,2024-11-23,2024-12-03,10,Low_Value,Website_Banner,Cross_Sell,Unknown,0.181,1,1,141.45,9,141.45,1,141.45,36465.16,46.01,36465.16,0.0039,Completed,False,False,False,False
1173,Upsell_BOGO_1173,BOGO,0.0,0.0,2025-06-10,2025-06-19,9,High_Value,Email,Upsell,Unknown,0.157,0,0,0.0,0,,0,0.0,1549.42,9.85,,0.0,Completed,False,False,False,False
1174,Reactivation_BOGO_1174,BOGO,0.0,57.76,2025-07-13,2025-08-08,26,Low_Value,In_App,Reactivation,Unknown,0.23,0,0,0.0,0,,0,0.0,9202.9,6.05,,0.0,Completed,False,False,False,False
1175,Retention_Free_Shipping_1175,Free_Shipping,0.0,0.0,2024-10-10,2024-10-14,4,High_Value,Push,Retention,Electronics,0.059,0,0,0.0,0,,0,0.0,42002.99,37.47,,0.0,Completed,False,False,False,False
1176,Acquisition_Free_Shipping_1176,Free_Shipping,0.0,83.16,2024-08-14,2024-09-10,27,Medium_Value,Website_Banner,Acquisition,Beauty,0.104,1,1,133.27,2,133.27,1,133.27,7644.02,31.84,7644.02,0.0174,Completed,False,False,False,False
1177,Retention_BOGO_1177,BOGO,0.0,37.28,2025-03-04,2025-03-19,15,Lapsed,Push,Retention,Unknown,0.236,0,0,0.0,0,,0,0.0,11402.55,28.02,,0.0,Completed,False,False,False,False
1178,Upsell_Fixed_Amount_1178,Fixed_Amount,97.67,0.0,2024-08-28,2024-09-16,19,Medium_Value,Email,Upsell,Beauty,0.067,5,5,937.42,15,187.484,5,937.42,3925.85,31.84,785.17,0.2388,Completed,False,False,False,False
1179,Retention_BOGO_1179,BOGO,0.0,99.66,2025-06-15,2025-06-18,3,Medium_Value,Email,Retention,Electronics,0.232,0,0,0.0,0,,0,0.0,23934.59,14.21,,0.0,Completed,False,False,False,False
1180,Cross_Sell_Percentage_Discount_1180,Percentage_Discount,17.7,49.64,2024-07-29,2024-08-10,12,Low_Value,Push,Cross_Sell,Clothing,0.161,2,2,162.61,4,81.305,2,162.61,5549.45,37.26,2774.73,0.0293,Completed,False,False,False,False
1181,Upsell_Fixed_Amount_1181,Fixed_Amount,45.92,0.0,2025-04-17,2025-04-24,7,High_Value,Website_Banner,Upsell,Unknown,0.154,0,0,0.0,0,,0,0.0,20832.19,10.71,,0.0,Completed,False,False,False,False
1182,Retention_Free_Shipping_1182,Free_Shipping,0.0,0.0,2025-09-12,2025-09-16,4,All_Customers,Email,Retention,Unknown,0.197,0,0,0.0,0,,0,0.0,48386.72,21.16,,0.0,Completed,False,False,False,False
1183,Cross_Sell_BOGO_1183,BOGO,0.0,67.93,2024-12-28,2025-01-01,4,New_Customer,In_App,Cross_Sell,Unknown,0.058,1,1,196.5,1,196.5,1,196.5,8907.4,37.66,8907.4,0.0221,Completed,False,False,False,False
1184,Retention_BOGO_1184,BOGO,0.0,95.28,2025-02-13,2025-03-05,20,All_Customers,Push,Retention,Home,0.226,11,11,1863.93,54,169.4481818181818,11,1863.93,11202.0,5.63,1018.36,0.1664,Completed,False,False,False,False
1185,Cross_Sell_Fixed_Amount_1185,Fixed_Amount,14.07,,2025-02-05,2025-02-15,10,High_Value,Email,Cross_Sell,Home,0.083,1,1,447.64,3,447.64,1,447.64,20425.68,32.71,20425.68,0.0219,Completed,False,False,False,False
1186,Upsell_Percentage_Discount_1186,Percentage_Discount,48.1,0.0,2025-03-11,2025-04-01,21,Lapsed,Push,Upsell,Unknown,0.193,0,0,0.0,0,,0,0.0,48541.92,23.55,,0.0,Completed,False,False,False,False
1187,Cross_Sell_Free_Shipping_1187,Free_Shipping,0.0,0.78,2024-09-27,2024-10-07,10,New_Customer,Push,Cross_Sell,Sports,0.127,3,3,536.77,18,178.92333333333335,3,536.77,22055.28,10.72,7351.76,0.0243,Completed,False,False,False,False
1188,Acquisition_Percentage_Discount_1188,Percentage_Discount,20.1,49.99,2025-06-26,2025-07-28,32,Low_Value,SMS,Acquisition,Unknown,0.06,0,0,0.0,0,,0,0.0,17400.16,44.44,,0.0,Completed,False,False,False,False
1189,Reactivation_Fixed_Amount_1189,Fixed_Amount,83.93,17.04,2024-12-05,2025-01-14,40,Medium_Value,SMS,Reactivation,Unknown,0.056,2,2,523.22,17,261.61,2,523.22,22945.09,39.65,11472.55,0.0228,Completed,False,False,False,False
1190,Retention_Fixed_Amount_1190,Fixed_Amount,85.84,61.7,2025-03-22,2025-04-12,21,New_Customer,Website_Banner,Retention,Unknown,0.138,1,1,159.54,2,159.54,1,159.54,9628.7,16.25,9628.7,0.0166,Completed,False,False,False,False
1191,Acquisition_Fixed_Amount_1191,Fixed_Amount,78.37,7.66,2025-01-26,2025-02-09,14,New_Customer,In_App,Acquisition,Unknown,0.058,1,1,120.61,15,120.61,1,120.61,46870.69,19.32,46870.69,0.0026,Completed,False,False,False,False
1192,Retention_Percentage_Discount_1192,Percentage_Discount,40.8,3.48,2024-12-29,2025-01-12,14,New_Customer,Push,Retention,Clothing,0.133,3,3,381.0,8,127.0,3,381.0,24153.39,42.72,8051.13,0.0158,Completed,False,False,False,False
1193,Cross_Sell_Free_Shipping_1193,Free_Shipping,0.0,0.0,2024-07-15,2024-07-30,15,Low_Value,Social,Cross_Sell,Unknown,0.106,6,6,679.99,26,113.33166666666666,6,679.99,28542.83,17.57,4757.14,0.0238,Completed,False,False,False,False
1194,Reactivation_Fixed_Amount_1194,Fixed_Amount,42.39,48.35,2025-05-15,2025-06-21,37,High_Value,Social,Reactivation,Unknown,0.077,2,2,945.38,17,472.69,2,945.38,2015.7,16.12,1007.85,0.469,Completed,False,False,False,False
1195,Acquisition_Fixed_Amount_1195,Fixed_Amount,50.06,95.51,2025-07-18,2025-08-30,43,Medium_Value,In_App,Acquisition,Beauty,0.059,0,0,0.0,0,,0,0.0,27004.2,42.23,,0.0,Completed,False,False,False,False
1196,Acquisition_BOGO_1196,BOGO,0.0,0.0,2025-03-17,2025-04-02,16,Lapsed,In_App,Acquisition,Unknown,0.058,0,0,0.0,0,,0,0.0,45122.71,45.09,,0.0,Completed,False,False,False,False
1197,Retention_Percentage_Discount_1197,Percentage_Discount,33.5,0.0,2025-04-19,2025-04-29,10,Lapsed,In_App,Retention,Unknown,0.156,0,0,0.0,0,,0,0.0,28253.14,9.41,,0.0,Completed,False,False,False,False
1198,Acquisition_Percentage_Discount_1198,Percentage_Discount,11.6,13.99,2025-08-06,2025-09-30,55,Lapsed,SMS,Acquisition,Electronics,0.183,0,0,0.0,0,,0,0.0,7971.02,16.78,,0.0,Completed,False,False,False,False
1199,Reactivation_Free_Shipping_1199,Free_Shipping,0.0,,2025-07-25,2025-08-10,16,Low_Value,Push,Reactivation,Clothing,0.128,0,0,0.0,0,,0,0.0,29052.38,46.28,,0.0,Completed,False,False,False,False
1200,Acquisition_Percentage_Discount_1200,Percentage_Discount,29.2,0.0,2025-06-06,2025-07-17,41,High_Value,Website_Banner,Acquisition,Electronics,0.063,0,0,0.0,0,,0,0.0,1509.81,33.68,,0.0,Completed,False,False,False,False
1201,Reactivation_Fixed_Amount_1201,Fixed_Amount,41.28,,2025-01-16,2025-02-27,42,All_Customers,Push,Reactivation,Clothing,0.208,17,17,3178.83,76,186.99,17,3178.83,6707.24,31.9,394.54,0.4739,Completed,False,False,False,False
1202,Acquisition_Fixed_Amount_1202,Fixed_Amount,10.86,82.86,2024-12-10,2024-11-13,27,New_Customer,Website_Banner,Acquisition,Unknown,0.21,0,0,0.0,0,,0,0.0,20851.56,8.02,,0.0,Completed,True,False,False,False
1203,Retention_BOGO_1203,BOGO,0.0,0.0,2025-05-15,2025-05-27,12,New_Customer,SMS,Retention,Unknown,0.215,2,2,138.57,8,69.285,2,138.57,33040.68,17.38,16520.34,0.0042,Completed,False,False,False,False
1204,Retention_Fixed_Amount_1204,Fixed_Amount,97.09,49.98,2025-07-28,2025-08-14,17,Medium_Value,Email,Retention,Unknown,0.176,0,0,0.0,0,,0,0.0,11482.67,17.42,,0.0,Completed,False,False,False,False
1205,Reactivation_Free_Shipping_1205,Free_Shipping,0.0,28.27,2025-01-31,2025-03-18,46,All_Customers,SMS,Reactivation,Electronics,0.106,13,13,2682.83,64,206.37153846153845,13,2682.83,44701.24,47.64,3438.56,0.06,Completed,False,False,False,False
1206,Upsell_Percentage_Discount_1206,Percentage_Discount,6.5,83.18,2025-03-18,2025-03-21,3,New_Customer,SMS,Upsell,Unknown,0.173,0,0,0.0,0,,0,0.0,44473.29,43.35,,0.0,Completed,False,False,False,False
1207,Acquisition_Fixed_Amount_1207,Fixed_Amount,44.29,0.0,2024-09-08,2024-09-26,18,Lapsed,In_App,Acquisition,Unknown,0.118,0,0,0.0,0,,0,0.0,29665.04,20.66,,0.0,Completed,False,False,False,False
1208,Retention_Percentage_Discount_1208,Percentage_Discount,43.0,0.0,2024-09-24,2024-09-28,4,High_Value,Website_Banner,Retention,Unknown,0.211,0,0,0.0,0,,0,0.0,27888.98,22.33,,0.0,Completed,False,False,False,False
1209,Cross_Sell_Free_Shipping_1209,Free_Shipping,0.0,3.74,2025-09-04,2025-09-24,20,New_Customer,Website_Banner,Cross_Sell,Beauty,0.095,0,0,0.0,0,,0,0.0,27498.83,37.46,,0.0,Completed,False,False,False,False
1210,Upsell_BOGO_1210,BOGO,0.0,63.34,2024-10-19,2024-10-27,8,Low_Value,Social,Upsell,Unknown,0.243,2,2,246.02,2,123.01,2,246.02,25400.02,27.83,12700.01,0.0097,Completed,False,False,False,False
1211,Retention_Percentage_Discount_1211,Percentage_Discount,30.9,,2025-09-21,2025-09-25,4,All_Customers,Push,Retention,Unknown,0.232,0,0,0.0,0,,0,0.0,45293.7,39.5,,0.0,Completed,False,False,False,False
1212,Reactivation_BOGO_1212,BOGO,0.0,0.0,2024-09-12,2024-10-06,24,Low_Value,Email,Reactivation,Unknown,0.092,8,8,741.24,36,92.655,8,741.24,15804.2,17.86,1975.53,0.0469,Completed,False,False,False,False
1213,Upsell_BOGO_1213,BOGO,0.0,75.48,2024-10-01,2024-10-18,17,New_Customer,In_App,Upsell,Unknown,0.144,1,1,163.46,11,163.46,1,163.46,48820.23,31.62,48820.23,0.0033,Completed,False,False,False,False
1214,Acquisition_BOGO_1214,BOGO,0.0,10.77,2025-05-09,2025-07-01,53,High_Value,Push,Acquisition,Sports,0.168,1,1,347.12,14,347.12,1,347.12,42166.41,29.06,42166.41,0.0082,Completed,False,False,False,False
1215,Reactivation_Free_Shipping_1215,Free_Shipping,0.0,26.7,2025-05-26,2025-06-12,17,New_Customer,Push,Reactivation,Unknown,0.084,3,3,509.48,25,169.82666666666665,3,509.48,36930.14,31.28,12310.05,0.0138,Completed,False,False,False,False
1216,Reactivation_Fixed_Amount_1216,Fixed_Amount,11.81,1.83,2025-01-22,2025-03-11,48,High_Value,In_App,Reactivation,Beauty,0.164,2,2,678.41,14,339.205,2,678.41,5801.07,34.42,2900.54,0.1169,Completed,False,False,False,False
1217,Cross_Sell_Percentage_Discount_1217,Percentage_Discount,17.2,7.96,2025-02-20,2025-02-23,3,Lapsed,Email,Cross_Sell,Clothing,0.181,0,0,0.0,0,,0,0.0,31351.35,45.35,,0.0,Completed,False,False,False,False
1218,Reactivation_BOGO_1218,BOGO,0.0,19.55,2025-05-31,2025-07-18,48,New_Customer,Push,Reactivation,Home,0.193,6,6,548.58,20,91.43,6,548.58,49564.8,28.14,8260.8,0.0111,Completed,False,False,False,False
1219,Cross_Sell_Free_Shipping_1219,Free_Shipping,0.0,89.89,2025-03-14,2025-03-20,6,High_Value,Website_Banner,Cross_Sell,Home,0.079,0,0,0.0,0,,0,0.0,48564.05,10.86,,0.0,Completed,False,False,False,False
1220,Cross_Sell_Percentage_Discount_1220,Percentage_Discount,,40.14,2025-08-24,2025-08-29,5,Low_Value,Email,Cross_Sell,Unknown,0.172,0,0,0.0,0,,0,0.0,16291.54,48.85,,0.0,Completed,False,True,False,False
1221,Reactivation_BOGO_1221,BOGO,0.0,0.0,2025-05-01,2025-06-10,40,All_Customers,SMS,Reactivation,Unknown,0.16,17,16,2723.16,75,160.18588235294118,17,2723.16,7784.06,34.67,486.5,0.3498,Completed,False,False,False,False
1222,Retention_Percentage_Discount_1222,Percentage_Discount,35.4,18.36,2024-12-21,2024-12-29,8,All_Customers,Email,Retention,Unknown,0.237,9,9,1832.17,46,203.57444444444445,9,1832.17,33985.49,17.73,3776.17,0.0539,Completed,False,False,False,False
1223,Retention_Fixed_Amount_1223,Fixed_Amount,74.0,0.0,2025-03-07,2025-03-17,10,Medium_Value,SMS,Retention,Sports,0.199,0,0,0.0,0,,0,0.0,45249.75,14.16,,0.0,Completed,False,False,False,False
1224,Upsell_Free_Shipping_1224,Free_Shipping,0.0,54.5,2024-08-20,2024-09-10,21,High_Value,In_App,Upsell,Books,0.204,2,2,1168.05,20,584.025,2,1168.05,8574.22,15.2,4287.11,0.1362,Completed,False,False,False,False
1225,Reactivation_Percentage_Discount_1225,Percentage_Discount,48.4,0.0,2024-08-11,2024-09-17,37,Lapsed,SMS,Reactivation,Unknown,0.131,0,0,0.0,0,,0,0.0,46457.17,24.28,,0.0,Completed,False,False,False,False
1226,Acquisition_Free_Shipping_1226,Free_Shipping,0.0,6.66,2024-09-03,2024-09-23,20,Low_Value,In_App,Acquisition,Home,0.134,1,1,116.88,3,116.88,1,116.88,6577.58,15.26,6577.58,0.0178,Completed,False,False,False,False
1227,Acquisition_Fixed_Amount_1227,Fixed_Amount,27.56,25.18,2025-06-26,2025-08-19,54,Low_Value,Email,Acquisition,Beauty,0.236,0,0,0.0,0,,0,0.0,42141.41,8.57,,0.0,Completed,False,False,False,False
1228,Acquisition_Percentage_Discount_1228,Percentage_Discount,48.6,91.24,2024-11-28,2024-11-11,17,High_Value,Email,Acquisition,Home,0.106,0,0,0.0,0,,0,0.0,28391.33,47.9,,0.0,Completed,True,False,False,False
1229,Reactivation_Percentage_Discount_1229,Percentage_Discount,9.9,88.09,2024-11-07,2024-12-07,30,New_Customer,Website_Banner,Reactivation,Electronics,0.242,3,3,428.18,7,142.72666666666666,3,428.18,2142.75,46.34,714.25,0.1998,Completed,False,False,False,False
1230,Upsell_Free_Shipping_1230,Free_Shipping,0.0,76.31,2025-03-12,2025-03-31,19,Medium_Value,Social,Upsell,Sports,0.143,2,2,442.85,9,221.425,2,442.85,47203.53,12.7,23601.77,0.0094,Completed,False,False,False,False
1231,Reactivation_BOGO_1231,BOGO,0.0,83.37,2025-03-07,2025-04-12,36,Medium_Value,In_App,Reactivation,Unknown,0.204,1,1,187.78,7,187.78,1,187.78,14474.17,36.93,14474.17,0.013,Completed,False,False,False,False
1232,Acquisition_Free_Shipping_1232,Free_Shipping,0.0,0.0,2025-02-09,2025-03-01,20,Low_Value,SMS,Acquisition,Electronics,0.2,1,1,48.14,3,48.14,1,48.14,46300.11,37.06,46300.11,0.001,Completed,False,False,False,False
1233,Acquisition_Percentage_Discount_1233,Percentage_Discount,29.5,12.78,2025-04-18,2025-05-27,39,New_Customer,Email,Acquisition,Unknown,0.109,5,5,496.53,37,99.306,5,496.53,16580.02,7.31,3316.0,0.0299,Completed,False,False,False,False
1234,Reactivation_BOGO_1234,BOGO,0.0,13.29,2025-02-18,2025-03-25,35,All_Customers,Email,Reactivation,Books,0.065,22,21,4935.86,135,224.35727272727271,22,4935.86,43576.75,22.31,2075.08,0.1133,Completed,False,False,False,False
1235,Cross_Sell_Free_Shipping_1235,Free_Shipping,0.0,,2025-04-10,2025-04-18,8,New_Customer,Social,Cross_Sell,Unknown,0.155,1,1,151.15,1,151.15,1,151.15,19692.83,37.31,19692.83,0.0077,Completed,False,False,False,False
1236,Reactivation_Fixed_Amount_1236,Fixed_Amount,27.73,93.93,2024-11-21,2024-12-21,30,Low_Value,Website_Banner,Reactivation,Unknown,0.065,0,0,0.0,6,,0,0.0,43712.02,8.21,,0.0,Completed,False,False,False,False
1237,Retention_Percentage_Discount_1237,Percentage_Discount,38.8,79.55,2025-05-05,2025-05-26,21,All_Customers,Push,Retention,Unknown,0.084,6,6,1074.41,49,179.06833333333333,6,1074.41,14579.98,9.86,2430.0,0.0737,Completed,False,False,False,False
1238,Reactivation_Fixed_Amount_1238,Fixed_Amount,81.56,0.0,2025-02-08,2025-03-31,51,Lapsed,Website_Banner,Reactivation,Unknown,0.176,0,0,0.0,0,,0,0.0,43254.12,24.56,,0.0,Completed,False,False,False,False
1239,Reactivation_Fixed_Amount_1239,Fixed_Amount,38.77,95.31,2024-09-11,2024-10-16,35,Medium_Value,Website_Banner,Reactivation,Unknown,0.169,3,3,546.5,10,182.16666666666666,3,546.5,38985.54,37.1,12995.18,0.014,Completed,False,False,False,False
1240,Retention_BOGO_1240,BOGO,0.0,64.69,2025-03-07,2025-03-13,6,New_Customer,SMS,Retention,Home,0.095,1,1,169.89,8,169.89,1,169.89,32106.3,41.1,32106.3,0.0053,Completed,False,False,False,False
1241,Upsell_BOGO_1241,BOGO,0.0,0.0,2025-07-04,2025-07-10,6,Low_Value,Push,Upsell,Clothing,0.174,0,0,0.0,0,,0,0.0,32057.55,27.6,,0.0,Completed,False,False,False,False
1242,Retention_Fixed_Amount_1242,Fixed_Amount,30.13,94.26,2025-09-15,2025-09-25,10,Lapsed,Website_Banner,Retention,Unknown,0.177,0,0,0.0,0,,0,0.0,17628.89,42.26,,0.0,Completed,False,False,False,False
1243,Cross_Sell_Fixed_Amount_1243,Fixed_Amount,7.02,94.76,2024-07-27,2024-08-03,7,All_Customers,Website_Banner,Cross_Sell,Clothing,0.23,3,3,856.13,16,285.37666666666667,3,856.13,21052.16,32.07,7017.39,0.0407,Completed,False,False,False,False
1244,Cross_Sell_Percentage_Discount_1244,Percentage_Discount,49.2,0.0,2024-09-05,2024-09-17,12,Medium_Value,Email,Cross_Sell,Books,0.106,2,2,509.01,16,254.505,2,509.01,6533.87,29.02,3266.94,0.0779,Completed,False,False,False,False
1245,Retention_Fixed_Amount_1245,Fixed_Amount,79.27,0.0,2024-07-05,2024-07-21,16,High_Value,Push,Retention,Unknown,0.241,6,6,3007.21,28,501.20166666666665,6,3007.21,30939.93,32.38,5156.66,0.0972,Completed,False,False,False,False
1246,Retention_Free_Shipping_1246,Free_Shipping,0.0,,2025-02-12,2025-02-17,5,Medium_Value,In_App,Retention,Unknown,0.068,0,0,0.0,3,,0,0.0,37931.1,24.09,,0.0,Completed,False,False,False,False
1247,Reactivation_BOGO_1247,BOGO,0.0,,2024-08-17,2024-09-07,21,Medium_Value,Social,Reactivation,Beauty,0.201,5,5,1241.31,24,248.262,5,1241.31,4915.95,30.75,983.19,0.2525,Completed,False,False,False,False
1248,Acquisition_BOGO_1248,BOGO,0.0,71.17,2024-12-20,2025-01-20,31,Low_Value,In_App,Acquisition,Clothing,0.088,3,2,244.52,23,81.50666666666666,3,244.52,49914.36,33.15,24957.18,0.0049,Completed,False,False,False,False
1249,Cross_Sell_Fixed_Amount_1249,Fixed_Amount,38.0,0.0,2024-07-10,2024-07-25,15,Medium_Value,Social,Cross_Sell,Clothing,0.139,9,9,1548.72,49,172.08,9,1548.72,33072.24,9.32,3674.69,0.0468,Completed,False,False,False,False
1250,Cross_Sell_BOGO_1250,BOGO,0.0,0.0,2025-08-12,2025-09-01,20,New_Customer,SMS,Cross_Sell,Beauty,0.24,0,0,0.0,0,,0,0.0,25049.13,39.59,,0.0,Completed,False,False,False,False
1251,Acquisition_BOGO_1251,BOGO,0.0,0.0,2025-02-03,2025-03-23,48,High_Value,In_App,Acquisition,Beauty,0.126,1,1,329.06,4,329.06,1,329.06,16619.48,37.6,16619.48,0.0198,Completed,False,False,False,False
1252,Retention_BOGO_1252,BOGO,0.0,0.0,2024-10-24,2024-10-27,3,New_Customer,SMS,Retention,Unknown,0.204,0,0,0.0,0,,0,0.0,29043.79,24.42,,0.0,Completed,False,False,False,False
1253,Acquisition_Percentage_Discount_1253,Percentage_Discount,12.6,89.06,2025-07-07,2025-08-31,55,New_Customer,SMS,Acquisition,Sports,0.138,0,0,0.0,0,,0,0.0,37007.1,25.42,,0.0,Completed,False,False,False,False
1254,Upsell_Fixed_Amount_1254,Fixed_Amount,53.67,83.76,2025-06-12,2025-06-27,15,All_Customers,SMS,Upsell,Unknown,0.207,8,8,1529.72,44,191.215,8,1529.72,20011.83,38.05,2501.48,0.0764,Completed,False,False,False,False
1255,Upsell_Percentage_Discount_1255,Percentage_Discount,36.9,83.7,2025-06-30,2025-07-21,21,All_Customers,Social,Upsell,Sports,0.212,1,1,71.51,8,71.51,1,71.51,4289.01,44.77,4289.01,0.0167,Completed,False,False,False,False
1256,Reactivation_Percentage_Discount_1256,Percentage_Discount,42.6,0.0,2025-07-11,2025-08-17,37,High_Value,In_App,Reactivation,Unknown,0.061,0,0,0.0,0,,0,0.0,4164.83,27.42,,0.0,Completed,False,False,False,False
1257,Upsell_Fixed_Amount_1257,Fixed_Amount,22.55,43.11,2025-01-03,2025-01-21,18,All_Customers,Email,Upsell,Unknown,0.071,6,6,895.9,19,149.31666666666666,6,895.9,42931.0,6.07,7155.17,0.0209,Completed,False,False,False,False
1258,Cross_Sell_Percentage_Discount_1258,Percentage_Discount,30.1,0.0,2024-09-09,2024-09-14,5,New_Customer,In_App,Cross_Sell,Books,0.083,0,0,0.0,0,,0,0.0,26425.98,21.81,,0.0,Completed,False,False,False,False
1259,Acquisition_Fixed_Amount_1259,Fixed_Amount,92.48,29.4,2025-04-25,2025-06-17,53,Medium_Value,Push,Acquisition,Clothing,0.153,4,4,803.81,19,200.9525,4,803.81,28933.07,8.36,7233.27,0.0278,Completed,False,False,False,False
1260,Retention_BOGO_1260,BOGO,0.0,54.13,2025-05-26,2025-06-06,11,Lapsed,Website_Banner,Retention,Beauty,0.179,0,0,0.0,0,,0,0.0,13976.02,9.57,,0.0,Completed,False,False,False,False
1261,Reactivation_Fixed_Amount_1261,Fixed_Amount,15.62,32.15,2024-12-06,2025-01-27,52,Medium_Value,Email,Reactivation,Unknown,0.055,3,3,572.02,15,190.67333333333335,3,572.02,43367.75,38.64,14455.92,0.0132,Completed,False,False,False,False
