promotion_key,promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,budget_allocated,cost_per_acquisition
1158,1158,Cross_Sell_Free_Shipping_1158,Free_Shipping,0.0,43.82,2024-07-13,2024-07-24,11.0,Lapsed,Social,Cross_Sell,Books,0.239,32562.19,10.1
1159,1159,Upsell_Free_Shipping_1159,Free_Shipping,0.0,23.4,2024-09-19,2024-10-08,19.0,Low_Value,SMS,Upsell,Unknown,0.213,7216.15,6.81
1160,1160,Retention_Fixed_Amount_1160,Fixed_Amount,46.85,0.0,2024-11-21,2024-12-10,19.0,All_Customers,Push,Retention,Unknown,0.229,45211.37,30.89
1161,1161,Acquisition_Fixed_Amount_1161,Fixed_Amount,86.97,62.42,2024-08-01,2024-09-27,57.0,Low_Value,Website_Banner,Acquisition,Clothing,0.101,5676.37,42.3
1162,1162,Acquisition_BOGO_1162,BOGO,0.0,0.0,2025-03-27,2025-04-15,19.0,Lapsed,Push,Acquisition,Electronics,0.201,25711.25,15.12
1163,1163,Retention_Percentage_Discount_1163,Percentage_Discount,28.9,0.0,2025-08-30,2025-09-03,4.0,All_Customers,SMS,Retention,Unknown,0.23,38131.07,45.62
1164,1164,Reactivation_BOGO_1164,BOGO,0.0,0.0,2025-03-03,2025-04-11,39.0,Lapsed,Social,Reactivation,Home,0.139,45481.41,29.64
1165,1165,Retention_Percentage_Discount_1165,Percentage_Discount,,99.94,2025-04-30,2025-05-19,19.0,All_Customers,Website_Banner,Retention,Unknown,0.175,29564.45,38.28
1166,1166,Reactivation_Percentage_Discount_1166,Percentage_Discount,47.1,0.0,2025-02-10,2025-03-19,37.0,High_Value,Push,Reactivation,Electronics,0.213,16507.29,28.33
1167,1167,Retention_BOGO_1167,BOGO,0.0,87.27,2025-07-16,2025-07-25,9.0,All_Customers,In_App,Retention,Unknown,0.076,40453.09,46.67
1168,1168,Acquisition_Free_Shipping_1168,Free_Shipping,0.0,3.8,2024-10-24,2024-11-16,23.0,High_Value,Push,Acquisition,Sports,0.124,49282.75,19.71
1169,1169,Cross_Sell_Percentage_Discount_1169,Percentage_Discount,22.9,0.0,2024-08-01,2024-08-21,20.0,All_Customers,SMS,Cross_Sell,Electronics,0.059,35514.06,9.51
1170,1170,Reactivation_Percentage_Discount_1170,Percentage_Discount,40.5,27.82,2025-08-14,2025-09-23,40.0,Lapsed,Social,Reactivation,Beauty,0.079,22057.87,14.33
1171,1171,Upsell_Percentage_Discount_1171,Percentage_Discount,7.6,0.0,2025-03-15,2025-03-28,13.0,Lapsed,SMS,Upsell,Books,0.141,7326.1,46.81
1172,1172,Cross_Sell_BOGO_1172,BOGO,0.0,54.48,2024-11-23,2024-12-03,10.0,Low_Value,Website_Banner,Cross_Sell,Unknown,0.181,36465.16,46.01
1173,1173,Upsell_BOGO_1173,BOGO,0.0,0.0,2025-06-10,2025-06-19,9.0,High_Value,Email,Upsell,Unknown,0.157,1549.42,9.85
1174,1174,Reactivation_BOGO_1174,BOGO,0.0,57.76,2025-07-13,2025-08-08,26.0,Low_Value,In_App,Reactivation,Unknown,0.23,9202.9,6.05
1175,1175,Retention_Free_Shipping_1175,Free_Shipping,0.0,0.0,2024-10-10,2024-10-14,4.0,High_Value,Push,Retention,Electronics,0.059,42002.99,37.47
1176,1176,Acquisition_Free_Shipping_1176,Free_Shipping,0.0,83.16,2024-08-14,2024-09-10,27.0,Medium_Value,Website_Banner,Acquisition,Beauty,0.104,7644.02,31.84
1177,1177,Retention_BOGO_1177,BOGO,0.0,37.28,2025-03-04,2025-03-19,15.0,Lapsed,Push,Retention,Unknown,0.236,11402.55,28.02
1178,1178,Upsell_Fixed_Amount_1178,Fixed_Amount,97.67,0.0,2024-08-28,2024-09-16,19.0,Medium_Value,Email,Upsell,Beauty,0.067,3925.85,31.84
1179,1179,Retention_BOGO_1179,BOGO,0.0,99.66,2025-06-15,2025-06-18,3.0,Medium_Value,Email,Retention,Electronics,0.232,23934.59,14.21
1180,1180,Cross_Sell_Percentage_Discount_1180,Percentage_Discount,17.7,49.64,2024-07-29,2024-08-10,12.0,Low_Value,Push,Cross_Sell,Clothing,0.161,5549.45,37.26
1181,1181,Upsell_Fixed_Amount_1181,Fixed_Amount,45.92,0.0,2025-04-17,2025-04-24,7.0,High_Value,Website_Banner,Upsell,Unknown,0.154,20832.19,10.71
1182,1182,Retention_Free_Shipping_1182,Free_Shipping,0.0,0.0,2025-09-12,2025-09-16,4.0,All_Customers,Email,Retention,Unknown,0.197,48386.72,21.16
1183,1183,Cross_Sell_BOGO_1183,BOGO,0.0,67.93,2024-12-28,2025-01-01,4.0,New_Customer,In_App,Cross_Sell,Unknown,0.058,8907.4,37.66
1184,1184,Retention_BOGO_1184,BOGO,0.0,95.28,2025-02-13,2025-03-05,20.0,All_Customers,Push,Retention,Home,0.226,11202.0,5.63
1185,1185,Cross_Sell_Fixed_Amount_1185,Fixed_Amount,14.07,,2025-02-05,2025-02-15,10.0,High_Value,Email,Cross_Sell,Home,0.083,20425.68,32.71
1186,1186,Upsell_Percentage_Discount_1186,Percentage_Discount,48.1,0.0,2025-03-11,2025-04-01,21.0,Lapsed,Push,Upsell,Unknown,0.193,48541.92,23.55
1187,1187,Cross_Sell_Free_Shipping_1187,Free_Shipping,0.0,0.78,2024-09-27,2024-10-07,10.0,New_Customer,Push,Cross_Sell,Sports,0.127,22055.28,10.72
1188,1188,Acquisition_Percentage_Discount_1188,Percentage_Discount,20.1,49.99,2025-06-26,2025-07-28,32.0,Low_Value,SMS,Acquisition,Unknown,0.06,17400.16,44.44
1189,1189,Reactivation_Fixed_Amount_1189,Fixed_Amount,83.93,17.04,2024-12-05,2025-01-14,40.0,Medium_Value,SMS,Reactivation,Unknown,0.056,22945.09,39.65
1190,1190,Retention_Fixed_Amount_1190,Fixed_Amount,85.84,61.7,2025-03-22,2025-04-12,21.0,New_Customer,Website_Banner,Retention,Unknown,0.138,9628.7,16.25
1191,1191,Acquisition_Fixed_Amount_1191,Fixed_Amount,78.37,7.66,2025-01-26,2025-02-09,14.0,New_Customer,In_App,Acquisition,Unknown,0.058,46870.69,19.32
1192,1192,Retention_Percentage_Discount_1192,Percentage_Discount,40.8,3.48,2024-12-29,2025-01-12,14.0,New_Customer,Push,Retention,Clothing,0.133,24153.39,42.72
1193,1193,Cross_Sell_Free_Shipping_1193,Free_Shipping,0.0,0.0,2024-07-15,2024-07-30,15.0,Low_Value,Social,Cross_Sell,Unknown,0.106,28542.83,17.57
1194,1194,Reactivation_Fixed_Amount_1194,Fixed_Amount,42.39,48.35,2025-05-15,2025-06-21,37.0,High_Value,Social,Reactivation,Unknown,0.077,2015.7,16.12
1195,1195,Acquisition_Fixed_Amount_1195,Fixed_Amount,50.06,95.51,2025-07-18,2025-08-30,43.0,Medium_Value,In_App,Acquisition,Beauty,0.059,27004.2,42.23
1196,1196,Acquisition_BOGO_1196,BOGO,0.0,0.0,2025-03-17,2025-04-02,16.0,Lapsed,In_App,Acquisition,Unknown,0.058,45122.71,45.09
1197,1197,Retention_Percentage_Discount_1197,Percentage_Discount,33.5,0.0,2025-04-19,2025-04-29,10.0,Lapsed,In_App,Retention,Unknown,0.156,28253.14,9.41
1198,1198,Acquisition_Percentage_Discount_1198,Percentage_Discount,11.6,13.99,2025-08-06,2025-09-30,55.0,Lapsed,SMS,Acquisition,Electronics,0.183,7971.02,16.78
1199,1199,Reactivation_Free_Shipping_1199,Free_Shipping,0.0,,2025-07-25,2025-08-10,16.0,Low_Value,Push,Reactivation,Clothing,0.128,29052.38,46.28
1200,1200,Acquisition_Percentage_Discount_1200,Percentage_Discount,29.2,0.0,2025-06-06,2025-07-17,41.0,High_Value,Website_Banner,Acquisition,Electronics,0.063,1509.81,33.68
1201,1201,Reactivation_Fixed_Amount_1201,Fixed_Amount,41.28,,2025-01-16,2025-02-27,42.0,All_Customers,Push,Reactivation,Clothing,0.208,6707.24,31.9
1202,1202,Acquisition_Fixed_Amount_1202,Fixed_Amount,10.86,82.86,2024-12-10,2024-11-13,27.0,New_Customer,Website_Banner,Acquisition,Unknown,0.21,20851.56,8.02
1203,1203,Retention_BOGO_1203,BOGO,0.0,0.0,2025-05-15,2025-05-27,12.0,New_Customer,SMS,Retention,Unknown,0.215,33040.68,17.38
1204,1204,Retention_Fixed_Amount_1204,Fixed_Amount,97.09,49.98,2025-07-28,2025-08-14,17.0,Medium_Value,Email,Retention,Unknown,0.176,11482.67,17.42
1205,1205,Reactivation_Free_Shipping_1205,Free_Shipping,0.0,28.27,2025-01-31,2025-03-18,46.0,All_Customers,SMS,Reactivation,Electronics,0.106,44701.24,47.64
1206,1206,Upsell_Percentage_Discount_1206,Percentage_Discount,6.5,83.18,2025-03-18,2025-03-21,3.0,New_Customer,SMS,Upsell,Unknown,0.173,44473.29,43.35
1207,1207,Acquisition_Fixed_Amount_1207,Fixed_Amount,44.29,0.0,2024-09-08,2024-09-26,18.0,Lapsed,In_App,Acquisition,Unknown,0.118,29665.04,20.66
1208,1208,Retention_Percentage_Discount_1208,Percentage_Discount,43.0,0.0,2024-09-24,2024-09-28,4.0,High_Value,Website_Banner,Retention,Unknown,0.211,27888.98,22.33
1209,1209,Cross_Sell_Free_Shipping_1209,Free_Shipping,0.0,3.74,2025-09-04,2025-09-24,20.0,New_Customer,Website_Banner,Cross_Sell,Beauty,0.095,27498.83,37.46
1210,1210,Upsell_BOGO_1210,BOGO,0.0,63.34,2024-10-19,2024-10-27,8.0,Low_Value,Social,Upsell,Unknown,0.243,25400.02,27.83
1211,1211,Retention_Percentage_Discount_1211,Percentage_Discount,30.9,,2025-09-21,2025-09-25,4.0,All_Customers,Push,Retention,Unknown,0.232,45293.7,39.5
1212,1212,Reactivation_BOGO_1212,BOGO,0.0,0.0,2024-09-12,2024-10-06,24.0,Low_Value,Email,Reactivation,Unknown,0.092,15804.2,17.86
1213,1213,Upsell_BOGO_1213,BOGO,0.0,75.48,2024-10-01,2024-10-18,17.0,New_Customer,In_App,Upsell,Unknown,0.144,48820.23,31.62
1214,1214,Acquisition_BOGO_1214,BOGO,0.0,10.77,2025-05-09,2025-07-01,53.0,High_Value,Push,Acquisition,Sports,0.168,42166.41,29.06
1215,1215,Reactivation_Free_Shipping_1215,Free_Shipping,0.0,26.7,2025-05-26,2025-06-12,17.0,New_Customer,Push,Reactivation,Unknown,0.084,36930.14,31.28
1216,1216,Reactivation_Fixed_Amount_1216,Fixed_Amount,11.81,1.83,2025-01-22,2025-03-11,48.0,High_Value,In_App,Reactivation,Beauty,0.164,5801.07,34.42
1217,1217,Cross_Sell_Percentage_Discount_1217,Percentage_Discount,17.2,7.96,2025-02-20,2025-02-23,3.0,Lapsed,Email,Cross_Sell,Clothing,0.181,31351.35,45.35
1218,1218,Reactivation_BOGO_1218,BOGO,0.0,19.55,2025-05-31,2025-07-18,48.0,New_Customer,Push,Reactivation,Home,0.193,49564.8,28.14
1219,1219,Cross_Sell_Free_Shipping_1219,Free_Shipping,0.0,89.89,2025-03-14,2025-03-20,6.0,High_Value,Website_Banner,Cross_Sell,Home,0.079,48564.05,10.86
1220,1220,Cross_Sell_Percentage_Discount_1220,Percentage_Discount,,40.14,2025-08-24,2025-08-29,5.0,Low_Value,Email,Cross_Sell,Unknown,0.172,16291.54,48.85
1221,1221,Reactivation_BOGO_1221,BOGO,0.0,0.0,2025-05-01,2025-06-10,40.0,All_Customers,SMS,Reactivation,Unknown,0.16,7784.06,34.67
1222,1222,Retention_Percentage_Discount_1222,Percentage_Discount,35.4,18.36,2024-12-21,2024-12-29,8.0,All_Customers,Email,Retention,Unknown,0.237,33985.49,17.73
1223,1223,Retention_Fixed_Amount_1223,Fixed_Amount,74.0,0.0,2025-03-07,2025-03-17,10.0,Medium_Value,SMS,Retention,Sports,0.199,45249.75,14.16
1224,1224,Upsell_Free_Shipping_1224,Free_Shipping,0.0,54.5,2024-08-20,2024-09-10,21.0,High_Value,In_App,Upsell,Books,0.204,8574.22,15.2
1225,1225,Reactivation_Percentage_Discount_1225,Percentage_Discount,48.4,0.0,2024-08-11,2024-09-17,37.0,Lapsed,SMS,Reactivation,Unknown,0.131,46457.17,24.28
1226,1226,Acquisition_Free_Shipping_1226,Free_Shipping,0.0,6.66,2024-09-03,2024-09-23,20.0,Low_Value,In_App,Acquisition,Home,0.134,6577.58,15.26
1227,1227,Acquisition_Fixed_Amount_1227,Fixed_Amount,27.56,25.18,2025-06-26,2025-08-19,54.0,Low_Value,Email,Acquisition,Beauty,0.236,42141.41,8.57
1228,1228,Acquisition_Percentage_Discount_1228,Percentage_Discount,48.6,91.24,2024-11-28,2024-11-11,17.0,High_Value,Email,Acquisition,Home,0.106,28391.33,47.9
1229,1229,Reactivation_Percentage_Discount_1229,Percentage_Discount,9.9,88.09,2024-11-07,2024-12-07,30.0,New_Customer,Website_Banner,Reactivation,Electronics,0.242,2142.75,46.34
1230,1230,Upsell_Free_Shipping_1230,Free_Shipping,0.0,76.31,2025-03-12,2025-03-31,19.0,Medium_Value,Social,Upsell,Sports,0.143,47203.53,12.7
1231,1231,Reactivation_BOGO_1231,BOGO,0.0,83.37,2025-03-07,2025-04-12,36.0,Medium_Value,In_App,Reactivation,Unknown,0.204,14474.17,36.93
1232,1232,Acquisition_Free_Shipping_1232,Free_Shipping,0.0,0.0,2025-02-09,2025-03-01,20.0,Low_Value,SMS,Acquisition,Electronics,0.2,46300.11,37.06
1233,1233,Acquisition_Percentage_Discount_1233,Percentage_Discount,29.5,12.78,2025-04-18,2025-05-27,39.0,New_Customer,Email,Acquisition,Unknown,0.109,16580.02,7.31
1234,1234,Reactivation_BOGO_1234,BOGO,0.0,13.29,2025-02-18,2025-03-25,35.0,All_Customers,Email,Reactivation,Books,0.065,43576.75,22.31
1235,1235,Cross_Sell_Free_Shipping_1235,Free_Shipping,0.0,,2025-04-10,2025-04-18,8.0,New_Customer,Social,Cross_Sell,Unknown,0.155,19692.83,37.31
1236,1236,Reactivation_Fixed_Amount_1236,Fixed_Amount,27.73,93.93,2024-11-21,2024-12-21,30.0,Low_Value,Website_Banner,Reactivation,Unknown,0.065,43712.02,8.21
1237,1237,Retention_Percentage_Discount_1237,Percentage_Discount,38.8,79.55,2025-05-05,2025-05-26,21.0,All_Customers,Push,Retention,Unknown,0.084,14579.98,9.86
1238,1238,Reactivation_Fixed_Amount_1238,Fixed_Amount,81.56,0.0,2025-02-08,2025-03-31,51.0,Lapsed,Website_Banner,Reactivation,Unknown,0.176,43254.12,24.56
1239,1239,Reactivation_Fixed_Amount_1239,Fixed_Amount,38.77,95.31,2024-09-11,2024-10-16,35.0,Medium_Value,Website_Banner,Reactivation,Unknown,0.169,38985.54,37.1
1240,1240,Retention_BOGO_1240,BOGO,0.0,64.69,2025-03-07,2025-03-13,6.0,New_Customer,SMS,Retention,Home,0.095,32106.3,41.1
1241,1241,Upsell_BOGO_1241,BOGO,0.0,0.0,2025-07-04,2025-07-10,6.0,Low_Value,Push,Upsell,Clothing,0.174,32057.55,27.6
1242,1242,Retention_Fixed_Amount_1242,Fixed_Amount,30.13,94.26,2025-09-15,2025-09-25,10.0,Lapsed,Website_Banner,Retention,Unknown,0.177,17628.89,42.26
1243,1243,Cross_Sell_Fixed_Amount_1243,Fixed_Amount,7.02,94.76,2024-07-27,2024-08-03,7.0,All_Customers,Website_Banner,Cross_Sell,Clothing,0.23,21052.16,32.07
1244,1244,Cross_Sell_Percentage_Discount_1244,Percentage_Discount,49.2,0.0,2024-09-05,2024-09-17,12.0,Medium_Value,Email,Cross_Sell,Books,0.106,6533.87,29.02
1245,1245,Retention_Fixed_Amount_1245,Fixed_Amount,79.27,0.0,2024-07-05,2024-07-21,16.0,High_Value,Push,Retention,Unknown,0.241,30939.93,32.38
1246,1246,Retention_Free_Shipping_1246,Free_Shipping,0.0,,2025-02-12,2025-02-17,5.0,Medium_Value,In_App,Retention,Unknown,0.068,37931.1,24.09
1247,1247,Reactivation_BOGO_1247,BOGO,0.0,,2024-08-17,2024-09-07,21.0,Medium_Value,Social,Reactivation,Beauty,0.201,4915.95,30.75
1248,1248,Acquisition_BOGO_1248,BOGO,0.0,71.17,2024-12-20,2025-01-20,31.0,Low_Value,In_App,Acquisition,Clothing,0.088,49914.36,33.15
1249,1249,Cross_Sell_Fixed_Amount_1249,Fixed_Amount,38.0,0.0,2024-07-10,2024-07-25,15.0,Medium_Value,Social,Cross_Sell,Clothing,0.139,33072.24,9.32
1250,1250,Cross_Sell_BOGO_1250,BOGO,0.0,0.0,2025-08-12,2025-09-01,20.0,New_Customer,SMS,Cross_Sell,Beauty,0.24,25049.13,39.59
1251,1251,Acquisition_BOGO_1251,BOGO,0.0,0.0,2025-02-03,2025-03-23,48.0,High_Value,In_App,Acquisition,Beauty,0.126,16619.48,37.6
1252,1252,Retention_BOGO_1252,BOGO,0.0,0.0,2024-10-24,2024-10-27,3.0,New_Customer,SMS,Retention,Unknown,0.204,29043.79,24.42
1253,1253,Acquisition_Percentage_Discount_1253,Percentage_Discount,12.6,89.06,2025-07-07,2025-08-31,55.0,New_Customer,SMS,Acquisition,Sports,0.138,37007.1,25.42
1254,1254,Upsell_Fixed_Amount_1254,Fixed_Amount,53.67,83.76,2025-06-12,2025-06-27,15.0,All_Customers,SMS,Upsell,Unknown,0.207,20011.83,38.05
1255,1255,Upsell_Percentage_Discount_1255,Percentage_Discount,36.9,83.7,2025-06-30,2025-07-21,21.0,All_Customers,Social,Upsell,Sports,0.212,4289.01,44.77
1256,1256,Reactivation_Percentage_Discount_1256,Percentage_Discount,42.6,0.0,2025-07-11,2025-08-17,37.0,High_Value,In_App,Reactivation,Unknown,0.061,4164.83,27.42
1257,1257,Upsell_Fixed_Amount_1257,Fixed_Amount,22.55,43.11,2025-01-03,2025-01-21,18.0,All_Customers,Email,Upsell,Unknown,0.071,42931.0,6.07
1258,1258,Cross_Sell_Percentage_Discount_1258,Percentage_Discount,30.1,0.0,2024-09-09,2024-09-14,5.0,New_Customer,In_App,Cross_Sell,Books,0.083,26425.98,21.81
1259,1259,Acquisition_Fixed_Amount_1259,Fixed_Amount,92.48,29.4,2025-04-25,2025-06-17,53.0,Medium_Value,Push,Acquisition,Clothing,0.153,28933.07,8.36
1260,1260,Retention_BOGO_1260,BOGO,0.0,54.13,2025-05-26,2025-06-06,11.0,Lapsed,Website_Banner,Retention,Beauty,0.179,13976.02,9.57
1261,1261,Reactivation_Fixed_Amount_1261,Fixed_Amount,15.62,32.15,2024-12-06,2025-01-27,52.0,Medium_Value,Email,Reactivation,Unknown,0.055,43367.75,38.64
1262,1262,Acquisition_BOGO_1262,BOGO,0.0,0.0,2024-10-24,2024-12-23,60.0,Low_Value,Social,Acquisition,Clothing,0.132,33323.34,49.22
1263,1263,Reactivation_Free_Shipping_1263,Free_Shipping,0.0,0.0,2024-08-25,2024-09-20,26.0,Medium_Value,Website_Banner,Reactivation,Unknown,0.245,14669.06,34.8
1264,1264,Acquisition_Percentage_Discount_1264,Percentage_Discount,20.1,0.0,2024-11-26,2024-12-11,15.0,High_Value,Email,Acquisition,Home,0.077,1227.62,6.45
1265,1265,Reactivation_Percentage_Discount_1265,Percentage_Discount,19.4,0.0,2024-11-17,2025-01-01,45.0,Low_Value,Email,Reactivation,Unknown,0.093,4762.35,23.88
1266,1266,Upsell_Free_Shipping_1266,Free_Shipping,0.0,0.0,2024-10-02,2024-10-09,7.0,All_Customers,Email,Upsell,Unknown,0.213,47887.58,36.14
1267,1267,Upsell_Fixed_Amount_1267,Fixed_Amount,83.3,41.28,2024-12-20,2024-12-27,7.0,High_Value,Push,Upsell,Unknown,0.097,49705.17,9.41
1268,1268,Retention_Fixed_Amount_1268,Fixed_Amount,72.69,0.0,2025-06-13,2025-07-03,20.0,High_Value,Email,Retention,Electronics,0.169,43541.95,26.37
1269,1269,Acquisition_Free_Shipping_1269,Free_Shipping,0.0,12.33,2025-02-12,2024-12-29,45.0,All_Customers,Email,Acquisition,Books,0.055,36933.07,11.01
1270,1270,Cross_Sell_BOGO_1270,BOGO,0.0,44.05,2024-11-01,2024-11-16,15.0,Low_Value,Social,Cross_Sell,Sports,0.117,9894.32,25.53
1271,1271,Acquisition_Percentage_Discount_1271,Percentage_Discount,6.6,0.0,2025-01-10,2025-02-05,26.0,High_Value,Push,Acquisition,Unknown,0.113,40978.03,8.76
1272,1272,Cross_Sell_Fixed_Amount_1272,Fixed_Amount,48.81,72.97,2025-06-18,2025-07-03,15.0,High_Value,Social,Cross_Sell,Beauty,0.221,36606.46,43.52
1273,1273,Cross_Sell_Percentage_Discount_1273,Percentage_Discount,47.8,0.0,2024-11-19,2024-12-09,20.0,Low_Value,Social,Cross_Sell,Beauty,0.193,41846.24,33.63
1274,1274,Reactivation_BOGO_1274,BOGO,0.0,42.33,2025-07-06,2025-08-12,37.0,Medium_Value,SMS,Reactivation,Unknown,0.216,49436.18,39.99
1275,1275,Retention_Fixed_Amount_1275,Fixed_Amount,48.36,0.13,2024-09-13,2024-09-16,3.0,Lapsed,Website_Banner,Retention,Home,0.211,29166.21,29.64
1276,1276,Reactivation_Free_Shipping_1276,Free_Shipping,0.0,17.63,2025-04-03,2025-05-20,47.0,All_Customers,In_App,Reactivation,Unknown,0.118,14943.8,16.95
1277,1277,Cross_Sell_Free_Shipping_1277,Free_Shipping,0.0,85.47,2025-07-31,2025-08-07,7.0,Lapsed,Social,Cross_Sell,Unknown,0.195,10294.15,5.87
1278,1278,Acquisition_Percentage_Discount_1278,Percentage_Discount,8.3,59.48,2025-04-08,2025-06-03,56.0,Low_Value,SMS,Acquisition,Unknown,0.102,12709.68,32.65
1279,1279,Cross_Sell_Percentage_Discount_1279,Percentage_Discount,44.7,23.48,2024-10-25,2024-10-11,14.0,High_Value,Website_Banner,Cross_Sell,Unknown,0.225,18693.3,34.73
1280,1280,Upsell_Percentage_Discount_1280,Percentage_Discount,29.1,64.51,2025-03-20,2025-04-10,21.0,All_Customers,SMS,Upsell,Unknown,0.105,6843.28,19.03
1281,1281,Reactivation_Free_Shipping_1281,Free_Shipping,0.0,0.0,2025-01-21,2025-02-24,34.0,High_Value,Email,Reactivation,Unknown,0.201,45660.1,42.49
1282,1282,Cross_Sell_BOGO_1282,BOGO,0.0,40.33,2025-01-22,2025-02-02,11.0,Lapsed,Website_Banner,Cross_Sell,Unknown,0.08,32587.6,19.43
1283,1283,Retention_Percentage_Discount_1283,Percentage_Discount,16.5,76.5,2024-12-21,2025-01-05,15.0,Medium_Value,In_App,Retention,Unknown,0.178,49423.58,34.11
1284,1284,Cross_Sell_Free_Shipping_1284,Free_Shipping,0.0,42.47,2025-03-15,2025-03-21,6.0,Low_Value,In_App,Cross_Sell,Electronics,0.19,43159.4,27.58
1285,1285,Acquisition_Percentage_Discount_1285,Percentage_Discount,47.7,13.71,2025-03-27,2025-05-24,58.0,All_Customers,In_App,Acquisition,Clothing,0.211,37741.3,42.97
1286,1286,Upsell_BOGO_1286,BOGO,0.0,0.0,2025-05-01,2025-05-11,10.0,All_Customers,Push,Upsell,Sports,0.152,33536.01,43.79
1287,1287,Reactivation_Fixed_Amount_1287,Fixed_Amount,42.64,4.21,2024-08-05,2024-09-17,43.0,Medium_Value,Push,Reactivation,Unknown,0.211,31052.25,36.36
1288,1288,Upsell_BOGO_1288,BOGO,0.0,77.37,2025-03-01,2025-03-15,14.0,All_Customers,In_App,Upsell,Unknown,0.233,21857.3,10.32
1289,1289,Cross_Sell_Percentage_Discount_1289,Percentage_Discount,21.8,0.0,2024-07-09,2024-07-16,7.0,High_Value,Social,Cross_Sell,Unknown,0.25,1203.12,20.03
1290,1290,Reactivation_Percentage_Discount_1290,Percentage_Discount,24.3,46.72,2024-10-24,2024-11-16,23.0,Lapsed,Push,Reactivation,Unknown,0.102,10973.7,29.38
1291,1291,Upsell_Fixed_Amount_1291,Fixed_Amount,34.49,0.0,2025-03-12,2025-03-24,12.0,High_Value,In_App,Upsell,Unknown,0.075,1236.3,18.65
1292,1292,Reactivation_BOGO_1292,BOGO,0.0,94.57,2024-09-21,2024-10-19,28.0,Medium_Value,Website_Banner,Reactivation,Unknown,0.162,9304.2,47.41
1293,1293,Reactivation_BOGO_1293,BOGO,0.0,14.68,2024-09-17,2024-10-03,16.0,Lapsed,Push,Reactivation,Sports,0.111,35604.91,40.73
1294,1294,Retention_Fixed_Amount_1294,Fixed_Amount,9.0,74.0,2024-12-22,2024-12-09,13.0,Low_Value,In_App,Retention,Unknown,0.064,34241.51,48.2
1295,1295,Cross_Sell_Fixed_Amount_1295,Fixed_Amount,14.73,65.87,2024-12-23,2025-01-12,20.0,New_Customer,SMS,Cross_Sell,Home,0.117,27358.92,27.31
1296,1296,Reactivation_Fixed_Amount_1296,Fixed_Amount,60.96,77.44,2024-10-27,2024-12-13,47.0,New_Customer,Website_Banner,Reactivation,Unknown,0.061,43277.5,15.17
1297,1297,Cross_Sell_Percentage_Discount_1297,Percentage_Discount,15.8,29.71,2024-10-31,2024-11-16,16.0,All_Customers,In_App,Cross_Sell,Clothing,0.12,23097.28,45.66
1298,1298,Reactivation_BOGO_1298,BOGO,0.0,21.1,2024-12-09,2025-01-13,35.0,Lapsed,Social,Reactivation,Unknown,0.073,7577.6,44.77
1299,1299,Upsell_Fixed_Amount_1299,Fixed_Amount,49.97,49.71,2025-07-03,2025-07-08,5.0,Low_Value,Push,Upsell,Books,0.072,12439.77,18.41
1300,1300,Reactivation_Free_Shipping_1300,Free_Shipping,0.0,0.0,2025-03-01,2025-04-01,31.0,All_Customers,Push,Reactivation,Unknown,0.19,9762.78,11.72
1301,1301,Acquisition_Percentage_Discount_1301,Percentage_Discount,31.5,0.0,2024-11-12,2024-12-07,25.0,High_Value,Push,Acquisition,Unknown,0.17,14161.0,45.65
1302,1302,Upsell_Free_Shipping_1302,Free_Shipping,0.0,18.8,2024-09-22,2024-10-10,18.0,Low_Value,In_App,Upsell,Unknown,0.248,17739.05,25.92
1303,1303,Upsell_Percentage_Discount_1303,Percentage_Discount,33.8,13.13,2024-08-28,2024-09-05,8.0,Medium_Value,Social,Upsell,Clothing,0.143,25755.64,5.35
1304,1304,Upsell_Percentage_Discount_1304,Percentage_Discount,5.8,,2024-08-20,2024-09-05,16.0,High_Value,Push,Upsell,Electronics,0.138,31922.89,13.02
1305,1305,Retention_Free_Shipping_1305,Free_Shipping,0.0,83.4,2024-08-01,2024-08-07,6.0,High_Value,Email,Retention,Electronics,0.112,18955.72,26.87
1306,1306,Reactivation_Free_Shipping_1306,Free_Shipping,0.0,1.99,2025-07-15,2025-08-24,40.0,Lapsed,Social,Reactivation,Unknown,0.153,37154.18,26.79
1307,1307,Retention_Percentage_Discount_1307,Percentage_Discount,7.5,13.01,2025-05-20,2025-06-05,16.0,Low_Value,Website_Banner,Retention,Unknown,0.108,11144.1,27.32
1308,1308,Cross_Sell_Free_Shipping_1308,Free_Shipping,0.0,13.33,2024-12-27,2025-01-08,12.0,All_Customers,Push,Cross_Sell,Electronics,0.134,29269.48,24.83
1309,1309,Reactivation_Fixed_Amount_1309,Fixed_Amount,25.96,27.18,2025-08-11,2025-08-26,15.0,Medium_Value,SMS,Reactivation,Beauty,0.078,15478.09,26.72
1310,1310,Cross_Sell_Fixed_Amount_1310,Fixed_Amount,90.96,2.75,2025-02-18,2025-03-04,14.0,All_Customers,In_App,Cross_Sell,Beauty,0.11,41646.86,36.28
1311,1311,Reactivation_Fixed_Amount_1311,Fixed_Amount,17.3,0.0,2025-06-19,2025-07-16,27.0,High_Value,Email,Reactivation,Home,0.119,42995.79,44.09
